entity,entityLabel,category,property,propertyLabel,value,roundedValue,unitLabel,sitelinks,dateCreated,dateModified,entityType
http://www.wikidata.org/entity/Q1364584,River Ness,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,300,300,cubic metre per second,31,,2024-06-01T14:23:11Z,River
http://www.wikidata.org/entity/Q1066857,Sitnica (Ibar),Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,95,95,cubic metre per second,23,,2024-08-28T21:06:43Z,River
http://www.wikidata.org/entity/Q723864,Katun,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,626,626,cubic metre per second,42,,2024-09-01T16:15:24Z,River
http://www.wikidata.org/entity/Q611388,Huallaga River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,3800,3800,cubic metre per second,33,,2024-07-08T19:55:44Z,River
http://www.wikidata.org/entity/Q673207,Muya,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,130,130,cubic metre per second,20,,2024-11-24T21:15:35Z,River
http://www.wikidata.org/entity/Q652052,Argun,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,45.6,45.6,cubic metre per second,34,,2024-09-01T13:11:12Z,River
http://www.wikidata.org/entity/Q1140644,Crna,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,37,37,cubic metre per second,29,,2024-08-28T21:05:52Z,River
http://www.wikidata.org/entity/Q1000027,Plaine,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,2.42,2.42,cubic metre per second,6,,2023-01-29T01:51:46Z,River
http://www.wikidata.org/entity/Q1165492,Piva,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,14,14,cubic metre per second,30,,2024-09-23T08:15:37Z,River
http://www.wikidata.org/entity/Q847517,Malaya Kokshaga,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,30,30,cubic metre per second,26,,2024-07-13T12:02:26Z,River
http://www.wikidata.org/entity/Q2569166,Dzіtva,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,8.2,8.2,cubic metre per second,13,,2024-04-08T13:44:54Z,River
http://www.wikidata.org/entity/Q3656612,Caorame river,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,4.32,4.32,cubic metre per second,3,,2022-06-15T15:02:20Z,River
http://www.wikidata.org/entity/Q2630027,Oril River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,13.2,13.2,cubic metre per second,20,,2024-07-15T11:04:45Z,River
http://www.wikidata.org/entity/Q649696,Vendée,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,4.65,4.65,cubic metre per second,17,,2024-06-10T01:09:41Z,River
http://www.wikidata.org/entity/Q1455991,Nysa Kłodzka,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,45,45,cubic metre per second,29,,2024-08-26T02:22:06Z,River
http://www.wikidata.org/entity/Q1153425,Vruda,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,1.59,1.59,cubic metre per second,9,,2023-01-29T03:10:28Z,River
http://www.wikidata.org/entity/Q673896,Vorderrhein,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,58.3,58.3,cubic metre per second,21,,2024-08-16T15:08:07Z,River
http://www.wikidata.org/entity/Q772970,Brda,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,23.65,23.65,cubic metre per second,36,,2024-11-10T19:21:33Z,River
http://www.wikidata.org/entity/Q1143718,Cumberland River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,862,862,cubic metre per second,36,,2024-10-04T15:24:12Z,River
http://www.wikidata.org/entity/Q1238549,Dommel,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,10.5,10.5,cubic metre per second,24,,2024-07-27T06:25:36Z,River
http://www.wikidata.org/entity/Q1033990,Kharkiv River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,2.62,2.62,cubic metre per second,21,,2024-08-16T17:50:02Z,River
http://www.wikidata.org/entity/Q849494,Gandaki River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,1760,1760,cubic metre per second,50,,2024-07-12T19:08:26Z,River
http://www.wikidata.org/entity/Q575695,Digul River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,873.7,873.7,cubic metre per second,23,,2024-11-02T15:22:25Z,River
http://www.wikidata.org/entity/Q863102,Kostroma,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,71,71,cubic metre per second,39,,2024-04-20T16:53:40Z,River
http://www.wikidata.org/entity/Q880254,Irkut,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,140,140,cubic metre per second,38,,2024-11-04T19:06:25Z,River
http://www.wikidata.org/entity/Q1227787,Vara,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,16,16,cubic metre per second,10,,2023-01-29T03:03:27Z,River
http://www.wikidata.org/entity/Q584680,Cesano,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,5,5,cubic metre per second,9,,2024-09-01T16:05:53Z,River
http://www.wikidata.org/entity/Q751887,Aveyron,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,56.5,56.5,cubic metre per second,34,,2024-11-04T20:07:17Z,River
http://www.wikidata.org/entity/Q2293631,Esmeraldas River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,31217,31217,cubic metre per second,14,,2024-08-31T06:15:45Z,River
http://www.wikidata.org/entity/Q1783725,Pahang River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,596,596,cubic metre per second,19,,2024-06-17T08:31:03Z,River
http://www.wikidata.org/entity/Q1778017,Kobuk River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,283,283,cubic metre per second,18,,2024-11-11T22:08:09Z,River
http://www.wikidata.org/entity/Q2003988,Senio,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,10,10,cubic metre per second,13,,2024-09-24T16:42:48Z,River
http://www.wikidata.org/entity/Q753897,Atbarah River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,374,374,cubic metre per second,38,,2024-09-28T08:56:42Z,River
http://www.wikidata.org/entity/Q841451,Creuse,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,85,85,cubic metre per second,33,,2024-09-10T00:13:05Z,River
http://www.wikidata.org/entity/Q1016593,Burla,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,3,3,cubic metre per second,15,,2024-08-13T08:20:31Z,River
http://www.wikidata.org/entity/Q1753495,Schwarzach,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,135,135,cubic metre per second,6,,2023-04-16T20:13:12Z,River
http://www.wikidata.org/entity/Q18405280,Galvasay River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,0.334,0.33,cubic metre per second,5,,2024-07-29T04:17:06Z,River
