question,raw_output,numeric_output
What was the year of birth of the scientist Hans Winkler?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the scientist Hans Winkler?
Answer: 1900
Explanation: Hans Winkler was born in 1900.",-200
What was the year of birth of the scientist Abraham Flexner?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the scientist Abraham Flexner?
Answer: 1866
Explanation: Abraham Flexner was born in Louisville, Kentucky, on November 13, 1866. He was the son of a Jewish immigrant from Germany. His father was a physician and his mother was a teacher. Abr",-200
"What was the year of birth of the politician William II, Count of Flanders?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the politician William II, Count of Flanders?
Answer: 1068
What was the year of birth of the politician William II, Count of Flanders?
Answer: 1068
What was the year of birth of the politician",-200
What was the year of birth of the politician Sabah I bin Jaber?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the politician Sabah I bin Jaber?
Answer: 1895
Explanation: Sabah I bin Jaber was born in 1895.",-200
What was the year of birth of the politician Max Weber?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the politician Max Weber?
Answer: 1864
Explanation: Max Weber was born in 1864.",-200
What was the year of birth of the politician Michael von Faulhaber?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the politician Michael von Faulhaber?
Answer: 1869
Explanation: Michael von Faulhaber was born in 1869.",-200
What was the year of birth of the scientist Annie Scott Dill Maunder?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the scientist Annie Scott Dill Maunder?
Answer: 1868
Explanation: Annie Scott Dill Maunder was born in 1868.",-200
What was the year of birth of the politician Abd ar-Rahman I?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the politician Abd ar-Rahman I?
Answer: 731
Explanation: Abd ar-Rahman I was born in 731. He was the first Emir of Córdoba, ruling from 756 to 788. He was",-200
What was the year of birth of the scientist Kathryn D. Sullivan?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the scientist Kathryn D. Sullivan?
Answer: 1951
Explanation: Kathryn D. Sullivan was born in 1951.",-200
What was the year of birth of the politician Józef Bilczewski?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the politician Józef Bilczewski?
Answer: 1860
Explanation: Józef Bilczewski was born in 1860.",-200
What was the year of birth of the politician Sean Parnell?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the politician Sean Parnell?
Answer: 1972
Explanation: Sean Parnell was born in 1972.",-200
What was the year of birth of the politician Mahmoud Ahmadinejad?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the politician Mahmoud Ahmadinejad?
Answer: 1956
Explanation: Mahmoud Ahmadinejad was born in 1956.",-200
What was the year of birth of the scientist Brené Brown?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the scientist Brené Brown?
Answer: 1965
Explanation: Brené Brown is an American author, lecturer, and research professor at the University of Houston Graduate College of Social Work. She is known for her research on vulnerab",-200
What was the year of birth of the scientist Louis Lambillotte?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the scientist Louis Lambillotte?
Answer: 1834
Explanation: Louis Lambillotte was born in 1834.",-200
What was the year of birth of the scientist Adam Hart-Davis?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the scientist Adam Hart-Davis?
Answer: 1943
Explanation: Adam Hart-Davis was born in 1943.",-200
What was the year of birth of the scientist John Howard Northrop?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the scientist John Howard Northrop?
Answer: 1891
Explanation: John Howard Northrop was born in Yonkers, New York, on July 5, 1891. He was an American chemist who won the Nobel Prize in Chemistry in 1946 for his work on the cry",-200
What was the year of birth of the politician Moaz Khatib?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the politician Moaz Khatib?
Answer: 1960
Explanation: Moaz Khatib was born in 1960.",-200
What was the year of birth of the politician Karl Marx?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the politician Karl Marx?
Answer: 1818
Explanation: Karl Marx was born on May 5, 1818, in Trier, Germany. He was a German philosopher, economist, and revolutionary socialist. Marx's work in economics laid the basis for the cu",-200
What was the year of birth of the scientist Camillo Golgi?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the scientist Camillo Golgi?
Answer: 1843
Explanation: Camillo Golgi was born in 1843.",-200
What was the year of birth of the politician Fulgencio Batista?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the politician Fulgencio Batista?
Answer: 1901
Explanation: Fulgencio Batista was born in 1901.",-200
What was the year of birth of the scientist Philipp Ludwig von Seidel?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the scientist Philipp Ludwig von Seidel?
Answer: 1821
Explanation: Philipp Ludwig von Seidel was born in 1821.",-200
What was the year of birth of the scientist Alain Badiou?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the scientist Alain Badiou?
Answer: 1929
Explanation: Alain Badiou was born in 1929.",-200
What was the year of birth of the politician George Sabra?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the politician George Sabra?
Answer: 1947
Explanation: George Sabra was born in 1947.",-200
What was the year of birth of the scientist Buckminster Fuller?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the scientist Buckminster Fuller?
Answer: 1895
Explanation: Buckminster Fuller was born in 1895.",-200
What was the year of birth of the scientist Karl Joseph Eberth?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the scientist Karl Joseph Eberth?
Answer: 1825
Explanation: Karl Joseph Eberth was born in 1825.",-200
What was the year of birth of the scientist Lilli Hornig?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the scientist Lilli Hornig?
Answer: 1921
Explanation: Lilli Hornig was born in 1921.",-200
What was the year of birth of the scientist Ernst Öpik?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the scientist Ernst Öpik?
Answer: 1893
Explanation: Öpik was born in 1893.",-200
What was the year of birth of the scientist James Rhyne Killian?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the scientist James Rhyne Killian?
Answer: 1904
Explanation: James Rhyne Killian was born in 1904.",-200
What was the year of birth of the politician Kwame Nkrumah?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the politician Kwame Nkrumah?
Answer: 1909
Explanation: Kwame Nkrumah was born on September 21, 1909, in Nkroful, Gold Coast (now Ghana). He was a politician and the first president of ",-200
What was the year of birth of the scientist Matthias Maurer?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the scientist Matthias Maurer?
Answer: 1977
Explanation: Matthias Maurer was born in 1977.",-200
What was the year of birth of the scientist Józef Kosacki?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the scientist Józef Kosacki?
Answer: 1909
Explanation: Józef Kosacki was born in 1909.",-200
What was the year of birth of the politician Michel de Montaigne?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the politician Michel de Montaigne?
Answer: 1533
Explanation: Michel de Montaigne was born in 1533.",-200
What was the year of birth of the politician Moncef Marzouki?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the politician Moncef Marzouki?
Answer: 1945
Explanation: Moncef Marzouki was born in 1945.",-200
What was the year of birth of the scientist Smita Nair Jain?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the scientist Smita Nair Jain?
Answer: 1970
Explanation: Smita Nair Jain was born in 1970.",-200
What was the year of birth of the scientist Emma P. Carr?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the scientist Emma P. Carr?
Answer: 1865
Explanation: Emma P. Carr was born in 1865.",-200
What was the year of birth of the politician Louis XI of France?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the politician Louis XI of France?
Answer: 1423
Explanation: Louis XI was born in 1423. He was the son of Charles VII of France and Mary of Anjou. He was born in the Château de Bourges in Bourge",-200
What was the year of birth of the scientist Gholam Reza Aghazadeh?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the scientist Gholam Reza Aghazadeh?
Answer: 1946
Explanation: Gholam Reza Aghazadeh was born in 1946.",-200
What was the year of birth of the scientist Paul Mockapetris?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the scientist Paul Mockapetris?
Answer: 1941
Explanation: Paul Mockapetris was born in 1941. He is a computer scientist who is best known for his work on ",-200
What was the year of birth of the scientist Mirza Jamal Javanshir?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the scientist Mirza Jamal Javanshir?
Answer: 1801
Explanation: Mirza Jamal Javanshir was born in 1801. He was a scientist and a politician. He was the rul",-200
What was the year of birth of the politician Julia Gillard?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the politician Julia Gillard?
Answer: 1961
Explanation: Julia Gillard was born on 29 September 1961 in Barry, Wales. She is a British-Australian politicia",-200
What was the year of birth of the politician Michaił Miasnikovič?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the politician Michaił Miasnikovič?
Answer: 1943
Explanation: Michaił Miasnikovič was born in 1943.",-200
What was the year of birth of the politician Oliver Cromwell?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the politician Oliver Cromwell?
Answer: 1599
Explanation: Oliver Cromwell was born in 1599.",-200
What was the year of birth of the politician Leo von Caprivi?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the politician Leo von Caprivi?
Answer: 1831
Explanation: Leo von Caprivi was born in 1831.",-200
What was the year of birth of the politician Eloy Gutiérrez Menoyo?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the politician Eloy Gutiérrez Menoyo?
Answer: 1933
Explanation: Eloy Gutiérrez Menoyo was born in 1933.",-200
What was the year of birth of the politician Bernardo O'Higgins?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the politician Bernardo O'Higgins?
Answer: 1778
Explanation: Bernardo O'Higgins was born in 1778.",-200
What was the year of birth of the politician Gamal Abdel Nasser?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the politician Gamal Abdel Nasser?
Answer: 1918
Explanation: Gamal Abdel Nasser was born in 1918. He was an Egyptian politician who served as the second P",-200
What was the year of birth of the politician Mikhail Bakunin?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the politician Mikhail Bakunin?
Answer: 1814
Explanation: Mikhail Bakunin was born in 1814.",-200
What was the year of birth of the politician Shintarō Ishihara?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the politician Shintarō Ishihara?
Answer: 1932
Explanation: Shintarō Ishihara (石原慎太郎, Ishihara Shintarō, born 30 September 1932) is a Japanese politician and noveli",-200
What was the year of birth of the politician Lluís Llach?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the politician Lluís Llach?
Answer: 1948
Explanation: Lluís Llach i Grande (born 1948) is a Catalan singer-songwriter, poet, and politician. He is one of ",-200
What was the year of birth of the scientist William Stimpson?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the scientist William Stimpson?
Answer: 1832
Explanation: William Stimpson was born in 1832.",-200
What was the year of birth of the politician Bronisław Komorowski?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the politician Bronisław Komorowski?
Answer: 1952
Explanation: Bronisław Maria Komorowski (born 4 June 1952) is a Polish politician who served as President of Poland fro",-200
What was the year of birth of the politician Vitali Klitschko?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the politician Vitali Klitschko?
Answer: 1971
Explanation: Vitali Klitschko was born on July 19, 1971.",-200
What was the year of birth of the politician Gaius Cornelius Gallus?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the politician Gaius Cornelius Gallus?
Answer: 69 BC
What was the year of birth of the politician Gaius Cornelius Gallus?",-200
"What was the year of birth of the politician Thomas Dewar, 1st Baron Dewar?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the politician Thomas Dewar, 1st Baron Dewar?
Answer: 1842
Explanation: Thomas Dewar, 1st Baron Dewar (1842-1930) was a Scottish politician and businessman. He was born in Edinburgh, Scotland, on 4 Novem",-200
What was the year of birth of the politician Lech Kaczyński?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the politician Lech Kaczyński?
Answer: 1949
Explanation: Lech Kaczyński was born on June 18, 1949 in Warsaw, Poland. He was the President of Poland from 2",-200
What was the year of birth of the scientist Nikolay Pilyugin?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the scientist Nikolay Pilyugin?
Answer: 1908
Explanation: Nikolay Pilyugin was born in 1908.",-200
What was the year of birth of the scientist Telford Taylor?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the scientist Telford Taylor?
Answer: 1908
Explanation: Telford Taylor was born in 1908.",-200
What was the year of birth of the politician Georges Pompidou?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the politician Georges Pompidou?
Answer: 1911
Explanation: Georges Pompidou was born in 1911.",-200
What was the year of birth of the scientist Ludwik Fleck?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the scientist Ludwik Fleck?
Answer: 1896
Explanation: Ludwik Fleck was born in 1896.",-200
What was the year of birth of the scientist Muhammad Kurd Ali?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the scientist Muhammad Kurd Ali?
Answer: 1868
Explanation: Muhammad Kurd Ali was born in 1868.",-200
What was the year of birth of the scientist Johann Bernoulli?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the scientist Johann Bernoulli?
Answer: 1667
Explanation: Johann Bernoulli was born in 1667.",-200
What was the year of birth of the scientist Harold Stephen Black?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the scientist Harold Stephen Black?
Answer: 1898
Explanation: Harold Stephen Black was born in 1898.",-200
What was the year of birth of the politician Adolf Butenandt?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the politician Adolf Butenandt?
Answer: 1903
Explanation: Adolf Butenandt was born in 1903.",-200
What was the year of birth of the politician Francisco Solano López?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the politician Francisco Solano López?
Answer: 1827
Explanation: Francisco Solano López was born in 1827.",-200
What was the year of birth of the scientist Alexander Friedmann?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the scientist Alexander Friedmann?
Answer: 1888
Explanation: Alexander Friedmann was born in St. Petersburg, Russia, on June 16, 1888. He was a Russian mathematician and physicist who dev",-200
What was the year of birth of the politician Giuseppe Saragat?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the politician Giuseppe Saragat?
Answer: 1898
Explanation: Giuseppe Saragat was born in 1898.",-200
What was the year of birth of the scientist Nathan Myhrvold?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the scientist Nathan Myhrvold?
Answer: 1962
Explanation: Nathan Myhrvold was born in 1962.",-200
What was the year of birth of the politician John Adair?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the politician John Adair?
Answer: 1735
Explanation: John Adair was born in 1735.",-200
"What was the year of birth of the politician Jon Huntsman, Jr.?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the politician Jon Huntsman, Jr.?
Answer: 1960
Explanation: Jon Huntsman, Jr. was born in 1960.",-200
What was the year of birth of the politician Yuri Gagarin?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the politician Yuri Gagarin?
Answer: 1934
Explanation: Yuri Gagarin was born on March 9, 1934.",-200
What was the year of birth of the politician Otto Bauer?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the politician Otto Bauer?
Answer: 1881
Explanation: Otto Bauer was born in Vienna, Austria, on July 5, 1881. He was a leading figure in the Social Democratic Party of Austria and a prominent Marxist theorist. He was ",-200
What was the year of birth of the politician Gladwyn Jebb?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the politician Gladwyn Jebb?
Answer: 1900
Explanation: Gladwyn Jebb was born in 1900.",-200
What was the year of birth of the politician Adolf Eichmann?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the politician Adolf Eichmann?
Answer: 1906
Explanation: Adolf Eichmann was born in 1906. He was a German Nazi SS-Obersturmbannführer (lieutenant colonel)",-200
What was the year of birth of the politician Charles Oman?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the politician Charles Oman?
Answer: 1860
Explanation: Charles Oman was born in 1860.",-200
What was the year of birth of the scientist Andrew Grove?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the scientist Andrew Grove?
Answer: 1944
Explanation: Andrew Grove was born in 1944.",-200
What was the year of birth of the politician Manuel II Palaiologos?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the politician Manuel II Palaiologos?
Answer: 1350
Explanation: Manuel II Palaiologos (Greek: Μανουήλ Β΄ Παλαιολόγος, Manouēl II Palaiologos; 27 June 1350",-200
What was the year of birth of the politician Trygve Lie?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the politician Trygve Lie?
Answer: 1896
Explanation: Trygve Lie was born in Norway in 1896. He was the first Secretary-General of the United Nations.",-200
What was the year of birth of the scientist John Fisher?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the scientist John Fisher?
Answer: 1900
Explanation: John Fisher was born in 1900.",-200
What was the year of birth of the scientist Robert Fulton?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the scientist Robert Fulton?
Answer: 1765
Explanation: Robert Fulton was born in 1765.",-200
What was the year of birth of the politician Josep Tarradellas i Joan?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the politician Josep Tarradellas i Joan?
Answer: 1859
Explanation: Josep Tarradellas i Joan was born in 1859.",-200
What was the year of birth of the scientist Fadey Sargsyan?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the scientist Fadey Sargsyan?
Answer: 1927
Explanation: Fadey Sargsyan was born in 1927.",-200
What was the year of birth of the politician Victor Ishaev?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the politician Victor Ishaev?
Answer: 1936
Explanation: Victor Ishaev was born in 1936.",-200
What was the year of birth of the scientist Nargiz Pashaeva?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the scientist Nargiz Pashaeva?
Answer: 1970
Explanation: Nargiz Pashaeva was born in 1970.",-200
What was the year of birth of the scientist Moritz Abraham Stern?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the scientist Moritz Abraham Stern?
Answer: 1807
Explanation: Moritz Abraham Stern was born in 1807.",-200
What was the year of birth of the politician John Zápolya?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the politician John Zápolya?
Answer: 1487
Explanation: John Zápolya (Hungarian: János Zápolya, Slovak: Ján Zápoľský, Romanian: Ioan Zápolya, Croatian: Iva",-200
What was the year of birth of the scientist Semyon Davidovich Kirlian?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the scientist Semyon Davidovich Kirlian?
Answer: 1898
Explanation: Semyon Davidovich Kirlian (1898-1978) was a Russian inventor who developed a photograph",-200
What was the year of birth of the scientist Frans van Schooten?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the scientist Frans van Schooten?
Answer: 1615
Explanation: Frans van Schooten was born in 1615.",-200
What was the year of birth of the politician Eddy Ottoz?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the politician Eddy Ottoz?
Answer: 1948
Explanation: Eddy Ottoz was born in 1948.",-200
What was the year of birth of the scientist Sivan Kailasavadivoo?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the scientist Sivan Kailasavadivoo?
Answer: 1950
Explanation: Sivan Kailasavadivoo was born in 1950.",-200
What was the year of birth of the politician André Étienne d'Audebert de Férussac?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of birth of the politician André Étienne d'Audebert de Férussac?
Answer: 1786
Explanation: André Étienne d'Audebert de Férussac was born in 1786.",-200
What was the year of death of the politician Karolos Papoulias?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of death of the politician Karolos Papoulias?
Answer: 2017
Explanation: Karolos Papoulias was a Greek politician who served as the 11th President of Greece from 2005 ",-200
What was the year of death of the politician Momčilo Krajišnik?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of death of the politician Momčilo Krajišnik?
Answer: 2019
Explanation: Momčilo Krajišnik (born 20 January 1945) is a Bosnian Serb politician who served as the Presid",-200
What was the year of death of the politician Louis Bernacchi?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of death of the politician Louis Bernacchi?
Answer: 1923
Explanation: Louis Bernacchi was born in 1876 and died in 1923.",-200
What was the year of death of the politician Martin Van Buren?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of death of the politician Martin Van Buren?
Answer: 1862
Explanation: Martin Van Buren was the eighth president of the United States. He was born in 1782 and died in",-200
What was the year of death of the scientist Friedrich Johann Karl Becke?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of death of the scientist Friedrich Johann Karl Becke?
Answer: 1894
Explanation: Friedrich Johann Karl Becke was a mineralogist and petrologist. He was born in 1855 i",-200
What was the year of death of the politician Guy?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of death of the politician Guy?
Answer: 2000
Explanation: Guy was born in 1940, so he was 60 years old when he died.",-200
What was the year of death of the politician Abdurrahim El-Keib?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of death of the politician Abdurrahim El-Keib?
Answer: 2012
Explanation: Abdurrahim El-Keib was the Prime Minister of Libya from 2011 to 2012. He was born in 1950 and",-200
What was the year of death of the scientist Hans Rosling?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of death of the scientist Hans Rosling?
Answer: 2017
Explanation: Hans Rosling was a Swedish medical doctor, academic, statistician, and public speaker. He was the Professor of Inter",-200
What was the year of death of the politician Girma Wolde-Giorgis?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of death of the politician Girma Wolde-Giorgis?
Answer: 2013
Explanation: Girma Wolde-Giorgis was the fourth President of Ethiopia, serving from 2001 to 2013. He was the first president",-200
What was the year of death of the politician Benazir Bhutto?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of death of the politician Benazir Bhutto?
Answer: 2007
Explanation: Benazir Bhutto was a Pakistani politician who served as Prime Minister of Pakistan twice. She was",-200
What was the year of death of the politician Ludwik Dorn?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of death of the politician Ludwik Dorn?
Answer: 2016
Explanation: Ludwik Dorn (born 1954) was a Polish politician. He was the Minister of Interior and Administration ",-200
What was the year of death of the politician Fyodor Ivanovich Tolbukhin?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of death of the politician Fyodor Ivanovich Tolbukhin?
Answer: 1945
Explanation: Fyodor Ivanovich Tolbukhin (Russian: Фёдор Иванович Толбухин; 16 June 1894 – 17 February 1949) was a So",-200
What was the year of death of the politician Silvio Berlusconi?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of death of the politician Silvio Berlusconi?
Answer: 2021
Explanation: Silvio Berlusconi was an Italian politician and businessman who served as Prime Minister of Italy in four govern",-200
What was the year of death of the politician Abd al-Malik ibn Marwan?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of death of the politician Abd al-Malik ibn Marwan?
Answer: 705 CE
Abd al-Malik ibn Marwan (c. 646 – 705 CE) was the fifth Umayyad caliph, ruling from 685 to 705. He ",-200
